
#Team = 49ers Players:53
#team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,playAction,throwOnTheRun,height,weight,yearsPro,totalSalary,signingBonus,plyrBirthdate,plyrHandedness,college
Seahawks,Brett,Hundley,QB,7,70,85,88,63,83,71,40,56,91,77,84,76,73,21,21,12,10,22,84,5,90,89,84,56,68,80,55,67,76,22,5,5,22,35,12,9,12,20,10,13,7,5,15,80,78,75,226,3,2000000,0,6/15/1993,Right,UCLA
Seahawks,Austin,Davis,QB,6,64,79,85,57,81,66,35,72,85,77,81,77,74,15,18,18,12,22,80,10,92,90,72,33,49,77,68,65,66,18,10,10,19,12,25,13,19,15,15,14,12,10,15,66,75,74,221,6,790000,90000,6/2/1989,Right,Southern Miss
Seahawks,J.D.,McKissic,HB,21,77,88,89,69,91,73,74,85,27,10,15,10,6,25,25,40,36,27,87,82,88,90,78,57,76,79,64,81,85,30,10,10,45,45,47,11,16,74,71,70,15,15,60,6,10,70,187,2,630000,0,8/15/1993,Right,Arkansas St.
Seahawks,Rashaad,Penny,HB,20,76,90,90,71,91,62,66,90,38,21,26,21,18,17,13,31,44,34,79,83,94,91,89,70,81,82,80,73,86,31,10,10,31,38,12,13,15,50,56,48,31,18,53,12,24,71,220,0,10765646,5900000,2/2/1996,Left,San Diego St.
Seahawks,Chris,Carson,HB,32,75,87,89,78,82,78,63,88,26,17,20,18,15,21,20,36,53,30,92,62,85,85,76,86,75,84,80,77,76,46,11,12,26,28,18,14,19,53,58,51,36,16,39,12,14,72,218,1,2419000,60000,9/16/1994,Right,Oklahoma St.
Seahawks,Tre,Madden,FB,38,70,84,87,74,80,65,57,75,35,23,30,25,15,15,14,65,70,55,80,45,77,84,81,81,70,71,76,68,68,62,25,25,40,45,16,25,35,58,60,47,45,25,58,10,10,72,223,2,1020000,0,8/16/1993,Right,USC
Seahawks,Doug,Baldwin,WR,89,90,90,90,53,92,95,95,77,39,29,35,29,25,21,18,58,25,39,89,75,92,88,78,33,88,91,53,82,90,43,10,10,35,42,24,12,17,93,93,89,15,15,86,20,26,70,192,7,38000000,14000000,9/21/1988,Right,Stanford
Seahawks,Tyler,Lockett,WR,16,82,93,92,49,96,84,87,73,30,10,15,10,6,30,25,52,30,25,85,97,81,93,76,38,89,93,38,88,95,45,5,10,25,30,15,10,25,79,81,82,8,10,74,6,10,70,182,3,28707000,5190000,9/28/1992,Right,Kansas State
Seahawks,Brandon,Marshall,WR,15,81,86,85,77,86,86,85,72,24,10,15,10,6,12,12,62,35,45,90,25,92,97,90,81,64,88,88,82,84,65,10,10,63,45,26,18,39,89,91,75,12,10,89,6,10,76,230,12,1015000,90000,3/23/1984,Right,UCF
Seahawks,Jaron,Brown,WR,18,78,90,89,67,91,80,87,69,32,10,15,10,6,16,15,56,42,39,90,60,89,85,73,58,69,78,63,72,78,62,10,10,45,35,17,10,22,88,86,77,25,25,76,6,10,74,205,5,3550000,1950000,1/8/1990,Right,Clemson
Seahawks,David,Moore,WR,83,65,91,89,75,84,52,81,72,35,23,29,25,15,33,25,45,46,32,87,60,91,88,84,55,69,77,72,61,75,53,10,10,33,35,25,18,25,83,79,62,28,33,73,15,22,72,215,1,555000,0,1/15/1995,Right,East Central Univ.
Seahawks,Ed,Dickson,TE,84,78,83,86,68,76,85,80,72,25,10,15,10,6,12,15,54,74,40,82,12,88,85,88,58,73,78,72,66,73,62,10,10,49,35,22,11,19,78,76,66,25,25,72,6,10,76,255,8,8100000,2600000,7/25/1987,Right,Oregon
Seahawks,Will,Dissly,TE,88,71,77,84,77,79,57,71,73,25,19,27,18,12,15,14,71,65,45,76,25,89,87,85,74,54,67,57,65,70,72,39,43,45,51,32,14,19,69,70,55,43,10,60,12,10,76,267,0,3065286,650000,7/8/1996,Right,Washington
Seahawks,Nick,Vannett,TE,81,71,76,83,73,81,72,80,76,29,10,15,10,6,21,19,54,57,30,80,18,86,84,78,68,60,74,65,58,62,71,17,17,46,43,22,14,21,75,78,61,35,17,65,6,10,77,257,2,3100000,640000,3/6/1993,Right,Ohio State
Seahawks,Duane,Brown,LT,76,81,65,77,90,64,88,66,35,26,6,6,6,6,25,25,82,82,50,64,10,93,89,84,40,30,30,55,15,15,86,50,35,30,27,20,15,20,40,45,38,30,15,25,6,6,76,315,10,35750000,6000000,8/30/1985,Right,Virginia Tech
Seahawks,Jamarco,Jones,LT,73,66,56,72,80,60,58,20,26,17,6,6,6,6,15,12,74,76,31,62,11,89,82,94,30,10,12,20,10,15,75,10,10,26,27,10,12,12,14,16,7,27,10,12,6,6,76,293,0,2663019,240000,6/4/1996,Right,Ohio State
Seahawks,Germain,Ifedi,RT,65,69,63,80,82,72,80,24,31,21,6,6,6,6,20,20,72,74,35,78,8,87,87,83,28,13,19,16,9,12,81,17,15,27,28,16,12,14,14,13,8,25,9,15,6,6,77,325,2,8200000,4200000,6/2/1994,Right,Texas AM
Seahawks,George,Fant,RT,74,68,78,81,85,76,65,70,61,13,6,6,6,6,15,11,74,73,55,86,10,86,87,83,64,48,52,62,54,60,76,60,52,55,52,28,12,13,68,66,43,63,10,53,6,6,77,322,2,1620000,0,7/19/1992,Right,W. Kentucky
Seahawks,Ethan,Pocic,LG,77,69,67,78,83,71,75,34,28,24,6,6,6,6,12,12,73,71,36,68,10,89,88,87,34,17,15,27,15,20,83,10,10,33,27,32,12,12,17,14,14,40,10,16,6,6,78,317,1,4418000,1350000,8/5/1995,Right,LSU
Seahawks,Jordan,Simmons,LG,66,61,65,78,81,58,55,30,40,30,6,6,6,6,17,12,73,71,26,64,10,82,76,80,20,10,20,31,10,10,74,20,10,20,30,10,10,10,10,10,6,30,10,20,6,6,76,339,1,480000,0,7/15/1994,Right,USC
Seahawks,D.J.,Fluker,RG,78,73,61,77,91,54,78,25,25,30,6,6,6,6,25,25,79,73,39,68,10,92,85,77,25,12,15,10,10,10,84,10,10,25,24,20,15,20,12,10,6,12,10,12,6,6,77,339,5,800000,560000,3/13/1991,Right,Alabama
Seahawks,J.R.,Sweezy,RG,64,72,76,83,84,64,80,40,30,30,6,6,6,6,22,21,72,74,67,87,10,87,79,88,20,15,10,10,10,10,83,74,45,68,71,45,15,20,12,10,6,65,10,12,6,6,77,298,6,800000,650000,4/8/1989,Right,N.C. State
Seahawks,Justin,Britt,C,68,78,66,82,87,65,90,35,40,11,6,6,6,6,15,12,74,79,35,77,10,85,83,84,14,11,10,10,10,10,82,10,10,25,30,28,12,13,15,15,8,20,10,15,6,6,78,315,4,18400000,6500000,5/29/1991,Right,Missouri
Seahawks,Dion,Jordan,LE,95,79,84,89,72,84,65,47,55,24,6,6,6,6,26,19,45,45,82,82,10,81,72,84,65,59,70,55,55,50,81,70,83,81,82,65,52,62,35,30,9,82,45,20,6,6,78,275,5,1907000,0,3/5/1990,Right,Oregon
Seahawks,Rasheem,Green,LE,94,70,81,86,80,73,58,30,33,22,6,6,6,6,18,13,45,45,74,79,10,88,81,86,28,31,38,32,24,32,78,79,66,71,76,58,21,28,15,10,5,76,21,12,6,6,77,280,0,3750334,910000,5/15/1997,Right,USC
Seahawks,Frank,Clark,RE,55,81,84,90,88,76,83,37,55,26,6,6,6,6,22,19,45,45,65,87,10,86,75,72,35,22,30,32,20,23,89,85,77,68,82,83,39,55,30,21,9,82,10,25,6,6,75,260,3,3600000,1200000,6/14/1993,Right,Michigan
Seahawks,Erik,Walden,RE,56,75,77,83,74,71,75,43,44,34,6,6,6,6,28,28,45,45,80,81,10,92,82,80,40,45,20,55,25,30,80,81,71,68,80,75,66,74,15,10,6,82,40,12,6,6,74,250,9,1015000,0,8/21/1985,Right,Mid Tenn St.
Seahawks,Quinton,Jefferson,RE,99,69,74,84,79,75,58,36,39,10,6,6,6,6,21,20,45,44,77,77,10,86,82,83,25,15,10,10,25,28,82,65,78,68,77,58,15,25,15,15,5,76,25,35,6,6,76,291,2,630000,0,3/31/1993,Right,Maryland
Seahawks,Jarran,Reed,DT,90,79,65,79,90,68,81,30,33,23,6,6,6,6,17,17,45,44,87,79,9,91,80,87,29,15,18,25,17,16,84,69,82,73,80,81,18,26,16,14,7,78,13,15,6,6,75,311,2,4880000,1750000,12/16/1993,Right,Alabama
Seahawks,Nazair,Jones,DT,92,75,69,79,87,67,75,50,45,19,6,6,6,6,15,15,45,45,78,63,10,86,81,78,36,31,38,42,18,26,87,81,73,72,77,75,32,44,46,49,9,83,23,13,6,6,77,304,1,3181000,700000,12/13/1994,Right,North Carolina
Seahawks,Tom,Johnson,DT,91,72,60,73,80,63,84,30,40,21,6,6,6,6,10,13,45,45,76,65,10,87,72,75,19,10,10,10,10,10,87,79,66,77,77,84,18,29,15,15,8,68,10,15,6,6,75,288,8,1200000,900000,8/30/1984,Right,Southern Miss
Seahawks,Shamar,Stephen,DT,98,72,64,79,85,61,76,30,40,21,6,6,6,6,11,12,45,45,79,78,10,90,80,86,31,10,15,19,10,10,81,76,55,73,79,76,15,25,15,15,8,70,12,15,6,6,77,310,4,1081250,1000000,2/25/1991,Right,Connecticut
Seahawks,Barkevious,Mingo,LOLB,51,78,86,87,69,84,75,53,55,25,6,6,6,6,19,14,45,45,83,91,10,90,95,72,55,60,48,49,70,45,80,70,78,68,81,75,70,77,47,35,8,82,56,25,6,6,76,240,5,4600000,2200000,10/4/1990,Right,LSU
Seahawks,K.J.,Wright,ROLB,50,83,80,85,69,80,87,61,55,20,6,6,6,6,27,23,45,45,89,74,10,95,94,75,41,35,31,35,19,38,88,62,50,80,85,87,69,78,25,20,8,87,60,25,6,6,76,246,7,30000000,5000000,7/23/1989,Right,Mississippi St.
Seahawks,Shaquem,Griffin,ROLB,49,72,91,91,75,84,51,54,60,17,6,6,6,6,20,16,45,45,76,85,10,91,86,95,38,40,51,29,42,50,81,59,80,71,85,51,53,61,30,34,20,80,53,20,6,6,73,227,0,2732627,310000,7/20/1995,Right,UCF
Seahawks,Jermaine,Grace,ROLB,48,68,87,88,79,87,55,59,54,25,6,6,6,6,19,19,45,45,77,80,10,89,82,89,32,29,37,26,31,37,69,60,65,70,77,55,62,66,46,50,9,80,44,15,6,6,73,223,1,1200000,0,11/8/1993,Right,Miami
Seahawks,Bobby,Wagner,MLB,54,97,88,89,74,85,97,73,61,25,6,6,6,6,20,20,45,45,98,92,10,94,97,74,41,38,48,52,24,42,90,66,55,89,96,97,77,89,15,15,8,95,42,12,6,6,72,245,6,45000000,12000000,6/27/1990,Right,Utah State
Seahawks,Austin,Calitro,MLB,58,69,83,87,74,82,65,52,57,36,6,6,6,6,10,16,45,45,82,82,10,86,86,81,36,42,45,32,40,48,78,62,53,76,80,65,55,65,51,43,12,84,47,16,6,6,72,240,1,480000,0,1/10/1994,Right,Villanova
Seahawks,Shaquill,Griffin,CB,26,80,92,92,70,87,76,68,67,14,6,6,6,6,14,12,35,35,68,91,45,92,89,80,36,63,71,48,73,80,58,28,37,55,80,76,81,80,66,68,16,67,82,19,6,6,73,198,1,3370000,760000,7/20/1995,Right,UCF
Seahawks,Justin,Coleman,CB,28,76,88,92,75,93,76,64,58,32,6,6,6,6,19,18,35,35,59,92,73,89,90,77,33,63,66,30,72,75,45,31,39,59,83,76,75,79,61,29,16,39,66,15,6,6,71,190,3,2914000,0,3/27/1993,Right,Tennessee
Seahawks,Byron,Maxwell,CB,41,76,89,88,79,88,81,71,60,35,6,6,6,6,20,20,35,35,64,87,60,87,90,87,25,35,61,25,55,65,59,55,40,51,75,81,72,75,60,30,21,69,77,30,6,6,73,203,7,950000,850000,2/23/1988,Right,Clemson
Seahawks,Dontae,Johnson,CB,39,73,90,92,58,91,72,60,61,25,6,6,6,6,18,19,35,35,60,89,55,92,90,75,33,66,62,40,66,72,45,42,48,40,62,72,68,74,60,39,21,60,72,20,6,6,74,200,4,900000,400000,12/1/1991,Right,N.C. State
Seahawks,Neiko,Thorpe,CB,23,68,90,89,49,87,60,54,64,20,6,6,6,6,15,13,35,35,58,90,35,92,89,74,15,45,55,10,70,65,47,28,42,44,75,60,73,71,60,22,16,35,69,25,6,6,73,198,5,2200000,600000,2/11/1990,Left,Auburn
Seahawks,Simeon,Thomas,CB,34,67,90,91,68,85,51,60,60,30,6,6,6,6,18,13,35,35,58,92,32,90,92,85,36,62,61,42,65,72,55,32,45,48,65,51,75,72,60,46,11,58,75,10,6,6,74,197,0,2619222,0,9/22/1993,Right,UL Lafayette
Seahawks,Tre,Flowers,CB,37,67,88,91,62,80,58,62,60,26,6,6,6,6,19,10,35,35,68,83,35,90,89,84,45,53,59,44,59,66,57,33,40,56,71,58,66,74,60,51,14,74,69,22,6,6,75,200,0,2713737,290000,6/2/1995,Right,Oklahoma St.
Seahawks,Kam,Chancellor,SS,31,88,86,86,82,83,86,78,55,23,6,6,6,6,14,11,35,35,83,94,35,79,95,86,65,35,40,45,45,55,71,62,44,60,84,86,75,85,61,30,10,97,73,20,6,6,75,225,8,32800000,10000000,4/3/1988,Right,Virginia Tech
Seahawks,Bradley,McDougald,SS,30,76,87,87,67,88,76,77,67,27,6,6,6,6,28,24,35,35,72,83,65,89,90,75,39,65,74,45,72,77,61,45,50,48,64,76,71,76,74,65,40,62,72,15,6,6,73,209,5,8000000,5500000,11/15/1990,Right,Kansas
Seahawks,Shalom,Luani,SS,24,66,87,90,67,91,65,74,69,36,6,6,6,6,26,26,35,35,64,76,70,89,91,83,44,63,67,42,62,75,59,35,44,52,68,65,56,63,62,67,22,83,62,24,6,6,72,205,1,2449000,0,8/5/1994,Right,Wash. St.
Seahawks,Earl,Thomas III,FS,29,95,90,92,65,93,93,78,67,30,7,10,6,6,20,15,35,35,79,92,77,92,97,82,40,77,76,25,75,85,69,55,45,56,76,93,83,94,78,70,21,87,80,20,10,10,70,202,8,44000000,9500000,5/7/1989,Right,Texas
Seahawks,Tedric,Thompson,FS,33,70,86,88,68,86,64,78,74,25,11,15,10,10,15,30,35,35,71,85,50,86,92,75,38,62,68,37,62,72,57,26,37,60,75,64,69,70,72,75,14,84,64,19,15,15,73,204,1,3072000,670000,1/20/1995,Right,Colorado
Seahawks,Sebastian,Janikowski,K,11,81,64,65,65,59,63,25,40,24,30,35,30,25,97,87,31,29,44,29,10,90,84,65,35,31,10,10,10,10,31,10,10,30,20,25,11,18,15,15,15,30,15,20,20,20,73,258,18,1015000,700000,3/3/1978,Left,Florida State
Seahawks,Michael,Dickson,P,4,78,75,80,47,68,60,26,38,36,23,29,24,18,94,86,16,17,30,25,10,90,86,72,10,22,14,10,16,24,16,10,10,28,38,17,11,16,15,15,15,17,10,15,18,22,75,215,0,2705159,290000,1/4/1996,Right,Texas
#Team = Steelers Players:53
#team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,playAction,throwOnTheRun,height,weight,yearsPro,totalSalary,signingBonus,plyrBirthdate,plyrHandedness,college
Steelers,Ben,Roethlisberger,QB,7,88,72,73,82,67,95,52,62,95,86,91,86,82,63,65,12,15,47,73,10,92,95,99,65,71,75,78,55,65,12,10,10,45,52,19,12,13,15,15,13,12,10,15,82,93,77,240,14,85750000,34000000,3/2/1982,Right,Miami Univ.
Steelers,Mason,Rudolph,QB,2,72,76,84,69,71,61,40,66,90,81,83,80,81,20,16,17,14,29,71,14,91,96,87,59,60,65,49,38,57,25,10,10,22,32,20,10,16,20,24,19,17,10,18,74,78,77,230,0,3802100,930000,7/17/1995,Right,Oklahoma St.
Steelers,Joshua,Dobbs,QB,5,69,84,88,77,85,66,56,56,91,76,80,76,72,20,15,20,24,33,80,15,84,96,83,77,74,85,67,77,86,36,10,10,27,34,18,18,25,47,42,20,39,15,28,79,79,75,216,1,2912000,550000,1/26/1995,Right,Tennessee
Steelers,Le'Veon,Bell,HB,26,96,90,93,77,95,98,75,88,40,34,40,32,30,20,22,50,65,55,92,25,86,94,81,90,89,96,92,90,96,50,45,45,54,45,25,11,20,72,77,72,45,15,73,22,35,73,225,5,14544000,0,2/18/1992,Right,Michigan St.
Steelers,James,Conner,HB,30,73,85,88,82,79,72,66,90,23,14,18,14,10,18,16,55,61,33,72,55,88,84,86,84,65,80,88,62,73,49,19,12,28,35,17,10,15,53,56,56,37,15,61,10,20,73,233,1,3181000,700000,5/5/1995,Right,Pittsburgh
Steelers,Stevan,Ridley,HB,22,68,82,87,79,81,72,49,80,32,28,35,30,20,20,22,45,61,45,66,70,82,86,94,83,63,85,86,77,83,45,10,10,42,44,21,15,13,42,55,37,12,10,59,15,15,71,220,7,790000,0,1/27/1989,Right,LSU
Steelers,Roosevelt,Nix,FB,45,71,79,88,75,77,84,57,71,35,15,20,15,10,25,25,54,62,45,80,40,90,82,85,78,52,76,75,68,75,65,10,10,47,51,20,12,15,66,71,53,25,10,45,10,10,71,248,3,5225000,1750000,3/30/1992,Right,Kent State
Steelers,Antonio,Brown,WR,84,99,92,93,54,98,99,99,80,69,33,66,20,15,30,18,58,34,25,89,91,94,96,84,51,97,99,80,88,97,53,10,10,40,24,29,16,19,98,99,97,15,15,97,20,68,70,181,8,37340000,20940000,7/10/1988,Left,Central Michigan
Steelers,JuJu,Smith-Schuster,WR,19,80,89,92,75,88,81,88,78,34,18,24,18,14,24,17,59,46,34,83,77,90,94,95,64,74,84,85,71,78,66,10,10,28,40,15,19,18,84,86,82,29,15,75,18,28,73,215,1,4204000,1190000,11/22/1996,Right,USC
Steelers,Eli,Rogers,WR,17,76,88,90,62,92,78,87,72,35,25,33,28,15,24,22,59,31,27,84,75,88,92,72,42,83,77,41,77,84,43,10,10,40,35,20,13,25,83,79,77,12,18,65,20,24,70,187,3,630000,0,12/23/1992,Right,Louisville
Steelers,James,Washington,WR,13,74,90,89,68,86,55,83,77,29,13,17,13,10,20,13,58,36,32,84,73,93,94,86,65,69,85,73,83,77,57,10,10,18,34,18,15,24,89,84,81,26,18,78,10,14,72,205,0,4501393,1350000,4/2/1996,Right,Oklahoma St.
Steelers,Ryan,Switzer,WR,10,74,90,92,62,93,67,83,66,58,47,52,47,43,21,20,47,39,33,80,86,92,95,82,42,78,82,43,73,88,47,10,10,32,42,23,18,25,82,78,77,29,10,68,41,48,70,181,1,2923000,0,11/4/1994,Right,North Carolina
Steelers,Vance,McDonald,TE,89,79,82,86,81,76,67,82,73,35,33,35,33,32,15,14,81,68,42,72,25,84,91,73,77,54,80,69,71,74,71,40,33,51,55,32,24,34,77,74,67,55,25,69,22,35,76,267,5,12908750,7000000,6/13/1990,Right,Rice
Steelers,Jesse,James,TE,81,77,83,85,78,72,83,86,79,20,10,15,10,6,22,20,55,56,40,87,10,92,91,65,69,52,79,62,63,57,64,20,20,40,20,15,12,15,77,79,67,15,10,73,6,10,79,261,3,2000000,360000,6/4/1994,Right,Penn State
Steelers,Xavier,Grimble,TE,85,73,76,84,67,69,72,76,71,13,10,15,10,5,15,19,77,60,45,78,10,90,82,65,72,55,74,70,65,66,63,10,10,52,40,13,26,23,71,78,57,15,10,62,5,10,76,261,4,1170000,0,9/2/1992,Right,USC
Steelers,Alejandro,Villanueva,LT,78,80,72,81,86,73,92,67,71,22,6,6,6,6,19,19,79,80,39,77,10,88,74,98,55,29,60,65,47,58,86,55,45,56,61,40,11,15,72,65,34,62,10,69,6,6,81,320,4,10705000,10170000,9/22/1988,Right,Army
Steelers,Chukwuma,Okorafor,LT,76,67,62,77,85,61,55,24,27,18,6,6,6,6,18,13,74,75,28,61,10,91,88,81,24,15,10,10,10,10,77,18,14,24,26,18,11,13,12,15,10,29,10,13,6,6,78,320,0,3494719,810000,8/8/1997,Right,W. Michigan
Steelers,Marcus,Gilbert,RT,77,86,56,76,91,66,95,25,29,6,6,6,6,6,11,10,85,86,39,42,10,94,86,72,10,22,10,10,10,10,86,10,10,33,30,21,15,31,15,15,8,30,10,15,6,6,78,330,7,30800000,9650000,2/15/1988,Right,Florida
Steelers,Zach,Banner,RT,72,67,53,74,90,56,59,28,26,25,6,6,6,6,20,20,77,69,34,61,10,85,80,73,46,20,25,28,13,19,78,10,10,36,12,15,12,15,12,12,7,38,10,12,6,6,80,361,1,555000,0,12/25/1993,Right,USC
Steelers,Ramon,Foster,LG,73,78,50,69,88,57,94,35,22,25,6,6,6,6,20,20,73,79,39,48,10,87,81,80,20,15,15,15,10,10,89,10,10,30,25,15,12,15,12,12,7,15,10,12,6,6,77,328,9,6800000,2750000,1/7/1986,Right,Tennessee
Steelers,B.J.,Finney,LG,67,70,64,74,84,52,70,35,40,26,6,6,6,6,22,22,73,77,35,73,10,92,84,83,24,11,10,10,10,10,82,10,10,10,30,10,12,12,12,10,6,12,10,12,6,6,76,318,3,630000,0,10/26/1991,Right,Kansas State
Steelers,David,DeCastro,RG,66,95,60,79,94,67,91,25,40,33,6,6,6,6,33,36,95,93,39,80,10,92,90,92,10,15,10,10,10,10,89,10,10,26,30,18,7,13,24,15,12,25,10,25,6,6,77,316,6,25360000,9600000,1/11/1990,Right,Stanford
Steelers,Matt,Feiler,RG,71,69,60,75,94,51,52,51,49,27,5,5,5,5,24,18,77,71,57,66,10,87,83,81,44,24,18,40,20,29,81,57,33,52,41,31,11,11,40,48,28,61,10,47,5,5,78,330,3,555000,0,7/7/1992,Right,Bloomsburg
Steelers,Maurkice,Pouncey,C,53,85,63,80,91,72,90,34,32,12,6,6,6,6,15,10,73,84,35,55,10,82,88,89,35,21,10,10,10,10,92,10,10,24,29,10,12,12,15,15,8,20,10,15,6,6,76,304,8,46800000,13000000,7/24/1989,Right,Florida
Steelers,Stephon,Tuitt,LE,91,86,75,80,91,68,89,47,50,24,6,6,6,6,15,17,45,45,84,71,10,84,74,78,30,20,19,27,20,15,89,87,70,80,84,89,20,29,15,15,5,82,10,12,6,6,78,303,4,33840000,13400000,5/23/1993,Right,Notre Dame
Steelers,Tyson,Alualu,LE,94,77,73,83,86,66,83,28,35,27,6,6,6,6,33,30,45,45,82,75,10,95,75,80,22,14,10,10,10,10,85,75,50,79,76,83,21,29,12,10,5,84,10,12,6,6,75,304,8,4250000,1750000,5/12/1987,Right,California
Steelers,Cameron,Heyward,RE,97,89,72,79,93,72,96,25,40,21,6,6,6,6,12,11,45,45,87,65,10,89,88,88,35,21,29,45,10,10,87,89,69,84,83,96,22,29,12,10,5,87,10,12,6,6,77,295,7,19165000,8550000,5/6/1989,Right,Ohio State
Steelers,L.T.,Walton,RE,96,71,64,80,85,63,76,36,45,26,6,6,6,6,25,25,72,60,77,76,10,91,75,76,29,25,15,35,10,10,78,76,56,68,76,76,15,25,15,15,5,75,15,15,6,6,77,305,3,1800000,240000,3/31/1992,Right,Central Michigan
Steelers,Javon,Hargrave,DT,79,81,75,85,88,77,84,28,30,23,6,6,6,6,17,17,45,44,79,82,9,89,84,88,29,15,18,25,17,16,82,71,82,77,80,84,18,26,16,14,7,80,13,15,6,6,74,305,2,3240000,690000,2/7/1993,Right,S.C. State
Steelers,Dan,McCullers,DT,93,71,62,73,88,49,73,30,40,25,6,6,6,6,23,17,45,45,81,62,10,88,66,78,20,10,10,25,10,10,84,78,53,73,72,73,20,25,15,15,8,68,10,15,6,6,79,352,4,790000,90000,8/11/1992,Right,Tennessee
Steelers,T.J.,Watt,LOLB,90,81,83,88,76,84,79,57,53,25,6,6,6,6,23,17,45,45,81,88,6,86,84,88,52,38,49,42,37,46,66,71,81,80,84,79,69,73,46,42,15,85,43,22,6,6,76,252,1,9295000,4900000,10/11/1994,Right,Wisconsin
Steelers,Anthony,Chickillo,LOLB,56,68,79,86,79,72,67,49,55,25,6,6,6,6,32,29,45,45,76,84,10,92,85,85,55,32,41,35,39,35,69,75,58,67,77,67,53,58,15,15,6,72,47,20,6,6,75,255,3,1907000,0,12/10/1992,Right,Miami
Steelers,Bud,Dupree,ROLB,48,72,87,89,72,82,68,60,50,33,6,6,6,6,25,20,45,45,82,93,10,89,83,84,40,30,39,37,45,45,79,76,64,66,77,68,50,63,35,25,8,88,56,30,6,6,76,269,3,10924583,1240000,2/12/1993,Right,Kentucky
Steelers,Olasunkanmi,Adeniyi,ROLB,92,63,78,85,79,80,52,45,49,25,6,6,6,6,14,12,45,45,74,77,10,83,82,80,24,36,32,35,58,40,73,63,72,69,78,52,46,54,31,15,8,80,20,30,6,6,73,248,0,1593000,0,9/12/1997,Right,Toledo
Steelers,Ryan,Shazier,MLB,50,86,86,87,83,88,88,70,59,20,6,6,6,6,27,23,45,45,87,97,10,82,93,78,44,64,44,45,49,52,86,64,56,77,86,88,73,83,52,44,8,87,54,25,6,6,73,230,4,8260000,450000,9/6/1992,Right,Ohio State
Steelers,Vince,Williams,MLB,98,78,82,85,73,75,88,51,60,29,6,6,6,6,25,21,45,45,86,79,10,81,87,85,35,25,40,50,49,52,81,71,57,75,85,88,60,71,20,25,8,88,62,25,6,6,73,233,5,14200000,6900000,12/27/1989,Right,Florida State
Steelers,Jon,Bostic,MLB,51,71,85,89,71,75,63,68,64,30,6,6,6,6,20,22,45,45,86,80,10,85,91,83,44,31,35,50,41,35,80,49,61,83,88,63,49,54,47,49,8,82,55,15,6,6,73,245,5,2600000,1400000,5/5/1991,Right,Florida
Steelers,Tyler,Matakevich,MLB,44,69,79,86,78,84,69,68,65,20,6,6,6,6,14,15,45,45,83,80,10,91,90,93,40,45,53,37,35,44,74,63,63,69,78,69,51,63,40,49,12,78,55,25,6,6,73,235,2,2400000,60000,12/22/1992,Right,Temple
Steelers,L.J.,Fort,MLB,54,68,81,88,74,76,66,64,65,13,6,6,6,6,20,11,45,45,84,88,10,92,83,75,25,15,29,29,35,56,67,59,48,67,79,66,66,70,40,40,12,77,56,15,6,6,72,232,5,705000,0,1/3/1990,Right,Northern Iowa
Steelers,Matthew,Thomas,MLB,46,62,86,87,73,80,58,43,56,19,6,6,6,6,17,15,45,45,78,95,10,82,85,88,40,35,40,35,35,44,73,52,58,68,78,58,51,60,28,20,8,73,39,35,6,6,75,227,0,1710000,0,7/21/1995,Right,Florida State
Steelers,Joe,Haden,CB,23,85,88,90,66,90,86,79,60,35,6,6,6,6,10,11,35,35,59,94,25,95,98,83,35,85,82,15,81,86,53,55,48,47,70,86,88,84,65,45,13,72,85,25,6,6,71,195,8,20250000,5750000,4/14/1989,Right,Florida
Steelers,Artie,Burns,CB,25,81,91,92,61,88,82,63,60,27,6,6,6,6,18,17,34,33,57,87,56,87,90,73,28,65,64,29,69,74,45,35,41,39,65,82,81,81,60,45,17,53,81,27,6,6,72,197,2,9590000,5170000,5/1/1995,Right,Miami
Steelers,Mike,Hilton,CB,28,78,87,89,65,91,80,62,57,22,21,26,20,17,11,10,26,16,64,81,69,87,86,80,31,69,66,46,71,75,42,37,28,60,83,80,78,83,63,61,20,36,78,24,18,19,69,184,2,1020000,0,3/9/1994,Right,Ole Miss
Steelers,Coty,Sensabaugh,CB,24,72,90,91,52,92,72,51,65,17,6,6,6,6,15,22,35,35,48,89,44,95,92,66,25,71,60,22,73,75,46,35,48,55,78,72,73,76,60,33,13,45,65,15,6,6,71,187,6,2175000,420000,11/15/1988,Right,Clemson
